,CompanyName,Cusine,Importance,Address,PhoneNumber,Website,NumReviews,Overall,PriceRange,Prices,Puntuation
1504,Ginger Teti Pub,['Italian'],"#1,706 of 2,742 Restaurants in Naples","Via Speranzella N 63, 80132, Naples Italy",+ Add phone number,https://www.facebook.com/Ginger-Teti-Pub-1652093411695638/,6,4.5,€2 - €15,Na,"['4', '0', '2', '0', '0']"
1505,Kjolle,"['South American', ' Peruvian', ' Healthy', ' Italian']","#355 of 2,742 Restaurants in Naples","Riviera di Chiaia 115, 80122, Naples Italy",+39 379 183 3548,https://www.facebook.com/Kjolle.Restaurant/?ref=page_internal,38,5.0,€15 - €50,"[16.0, 16.0, 15.0, 14.0, 10.0, 18.0, 20.0, 17.0, 14.0, 17.0, 17.0, 16.0, 17.0, 15.0, 18.0, 16.0, 18.0, 20.0, 18.0, 20.0, 17.0, 15.0, 7.0, 8.0, 8.0, 9.0]","['35', '3', '0', '0', '0']"
1506,Vasinicola,"['Italian', ' Pizza', ' Neapolitan', ' Campania', ' Southern-Italian']","#1,707 of 2,742 Restaurants in Naples","Via Alessandro Manzoni 272/274, 80123, Naples Italy",+39 081 1936 4101,http://www.facebook.com/pizzeriaVasinicolaNapoli/,58,3.5,€9 - €22,Na,"['19', '15', '8', '5', '11']"
1507,Caffe San Ferdinando,['Table Service'],"#1,708 of 2,742 Restaurants in Naples","Piazza Trieste E Trento 47, 80132, Naples Italy",+39 081 421686,https://www.facebook.com/caffesanferdinando/,20,3.5,Na,Na,"['2', '0', '0', '0', '0']"
1508,Tiffany Bar,"['Breakfast', ' Lunch', ' Dinner']","#1,710 of 2,742 Restaurants in Naples","Via John Fitzgerald Kennedy 1, 80125, Naples Italy",+39 081 627750,http://www.facebook.com/Tiffany-Bar-1628967250674500/,11,4.5,Na,Na,"['7', '1', '2', '1', '0']"
1509,Devils Napoli,"['Seating', ' Table Service']","#1,711 of 2,742 Restaurants in Naples","Via Andrea da Salerno 15/19, 80128, Naples Italy",+39 338 125 9823,http://www.facebook.com/pages/Devils-Napoli/125982320758118,11,4.0,Na,Na,"['7', '1', '1', '1', '1']"
1510,Il tempo del vino e delle rose,"['Italian', ' Cafe', ' International', ' Mediterranean', ' Neapolitan']","#333 of 2,742 Restaurants in Naples","Piazza Dante Alighieri 44/45, 80135, Naples Italy",+39 380 713 4511,http://www.facebook.com/iltempodelvinoedellerose/,256,4.5,€20 - €40,"[10.0, 20.0, 8.0, 6.0, 8.0]","['26', '9', '1', '2', '3']"
1511,La Mela Stregata Napoli,"['Italian', ' Seafood']","#1,713 of 2,742 Restaurants in Naples","Via G. Arcoleo, 21,23, 80121, Naples Italy",+39 081 764 1693,http://ristorantelamelastregata.it/,3,5.0,€30 - €50,Na,"['3', '0', '0', '0', '0']"
1512,La Locanda Dello Chef,"['Neapolitan', ' Campania', ' Southern-Italian']",#1 of 1 Restaurant in Arpino,"Via Ventotene, 140, 80026 Arpino, Naples Italy",+39 338 131 7810,https://www.lalocandadellochef.it/,3,5.0,€4 - €27,Na,"['1', '0', '0', '0', '0']"
1513,Tarallificio Tonino,['Italian'],"#1,715 of 2,742 Restaurants in Naples","Via Regina Margherita 91/F, 80145, Naples Italy",+39 081 754 0925,https://www.facebook.com/TarallificioTonino/info/?tab=page_info,5,4.5,€6 - €12,Na,"['3', '2', '0', '0', '0']"
1514,Focacceria Panificio Alimentari Elvis,"['Italian', ' Fast Food']","#1,717 of 2,742 Restaurants in Naples","Via Terracina 183, 80125, Naples Italy",+39 081 762 8451,https://www.facebook.com/focacceriaelvis/,4,5.0,€3 - €7,Na,"['4', '0', '0', '0', '0']"
1515,Antichi sapori da Mario,"['Italian', ' Pizza', ' Neapolitan', ' Seafood', ' Mediterranean', ' Campania', ' Southern-Italian']","#1,718 of 2,742 Restaurants in Naples","Via Lepanto 50/52 Adiacente Stadio San Paolo,Fuorigrotta,Napoli, 80125, Naples Italy",+39 339 877 3733,http://m.facebook.com/ANTICHISAPORIDAMARIO1/,24,3.5,€9 - €25,"[6.0, 10.0, 7.0, 6.0]","['12', '5', '0', '0', '7']"
1516,Pizzeria & Trattoria Gigi8,"['Italian', ' Pizza', ' Mediterranean', ' Neapolitan', ' Campania', ' Southern-Italian', ' Bar', ' Fast Food', ' Deli', ' Pub', ' Street Food']","#1,721 of 2,742 Restaurants in Naples","Via Nicola Nicolini 35 Zona ponti rossi, 80141, Naples Italy",+39 081 751 8594,https://www.pizzeriatrattoriagigi8.it/,10,4.0,€8 - €70,Na,"['5', '2', '1', '1', '1']"
1517,Black Pig,"['Delivery', ' Takeout']","#1,722 of 2,742 Restaurants in Naples","Calata Capodichino 235, Naples Italy",+39 338 547 3094,http://www.facebook.com/Lafavoritapizzeriaristorante/,25,4.0,Na,Na,"['14', '3', '3', '0', '5']"
1518,Ristorante Hosteria Dei Sapori,"['Lunch', ' Dinner']","#1,724 of 2,742 Restaurants in Naples","Vico Mastellone, 12, Naples Italy",+39 392 557 9314,http://www.facebook.com/pages/Restaurante%20Chino%20Great%20World/286518901416174/,74,3.5,Na,Na,"['2', '3', '0', '0', '0']"
1519,Al Muerzo,['Spanish'],"#1,728 of 2,742 Restaurants in Naples","Via Giovanni Bausan 4, 80121, Naples Italy",+39 081 425093,http://www.ristorantespagnolo.napoli.it/,183,3.5,€15 - €30,Na,"['2', '0', '0', '0', '0']"
1520,I Sapori di Sicilia,"['Breakfast', ' Lunch', ' Dinner']","#1,731 of 2,742 Restaurants in Naples","Corso Vittorio Emanuele 606 Di fronte scale petraio, 80121, Naples Italy",+39 081 414798,https://www.facebook.com/I-sapori-di-sicilia-562652123867499/,3,5.0,Na,Na,"['3', '0', '0', '0', '0']"
1521,Il tempo del vino e delle rose,"['Italian', ' Cafe', ' International', ' Mediterranean', ' Neapolitan']","#333 of 2,742 Restaurants in Naples","Piazza Dante Alighieri 44/45, 80135, Naples Italy",+39 380 713 4511,http://www.facebook.com/iltempodelvinoedellerose/,256,4.5,€20 - €40,"[10.0, 20.0, 8.0, 6.0, 8.0]","['26', '9', '1', '2', '3']"
1522,Kjolle,"['South American', ' Peruvian', ' Healthy', ' Italian']","#355 of 2,742 Restaurants in Naples","Riviera di Chiaia 115, 80122, Naples Italy",+39 379 183 3548,https://www.facebook.com/Kjolle.Restaurant/?ref=page_internal,38,5.0,€15 - €50,"[16.0, 16.0, 15.0, 14.0, 10.0, 18.0, 20.0, 17.0, 14.0, 17.0, 17.0, 16.0, 17.0, 15.0, 18.0, 16.0, 18.0, 20.0, 18.0, 20.0, 17.0, 15.0, 7.0, 8.0, 8.0, 9.0]","['35', '3', '0', '0', '0']"
1523,O' tabbaccar,"['Reservations', ' Outdoor Seating', ' Seating', ' Serves Alcohol', ' Table Service']","#1,743 of 2,742 Restaurants in Naples","Piazzetta Marinari Borgo Marinari, 80125, Naples Italy",+39 081 764 6352,https://www.facebook.com/Brunaruoppolo.1990/,31,3.5,Na,Na,"['2', '0', '0', '0', '0']"
1524,Beautifull Coffee,"['Reservations', ' Seating', ' Wheelchair Accessible', ' Table Service']",#144 of 261 Coffee & Tea in Naples,"Via Provinciale Fratta Crispano 56 Crispano, 80020, Naples Italy",+39 081 834 6968,http://www.beautifullcoffee.it/sedi/gelateria-beautifull/,12,3.5,Na,Na,"['5', '3', '1', '1', '2']"
1525,enoteca coronas,"['Breakfast', ' Lunch', ' Dinner']","#1,745 of 2,742 Restaurants in Naples","Via Diocleziano 280, 80125, Naples Italy",+39 351 091 7806,http://www.coronas-napoli.it/coronas,5,4.5,Na,Na,"['3', '2', '0', '0', '0']"
1526,Il Forno,['Lunch'],"#1,747 of 2,742 Restaurants in Naples","Via Agostino Depretis 7, 80133, Naples Italy",+39 081 551 0473,http://www.facebook.com/IL-FORNO-di-via-De-Pretis-1573484906306967/,8,4.5,Na,Na,"['2', '6', '0', '0', '0']"
1527,Amici Del Bosco,"['Seafood', ' Mediterranean', ' Italian', ' Southern-Italian']","#1,752 of 2,742 Restaurants in Naples","Via Ponti Rossi 113/N, 80131, Naples Italy",+39 081 744 5188,http://www.amicidelbosco.info/,22,3.5,€30 - €150,Na,"['7', '7', '1', '3', '4']"
1528,Pizzeria Pane Amore E Fantasia,['Pizza'],"#1,755 of 2,742 Restaurants in Naples","Via Egidio Velotti 77, 80147, Naples Italy",+39 081 038 5965,https://www.facebook.com/Pizzeria-Pane-Amore-E-Fantasia-714436488579968/,4,5.0,€3 - €15,Na,"['3', '1', '0', '0', '0']"
1529,Best Kebab,['Halal'],"#1,757 of 2,742 Restaurants in Naples","Via Sant'Anna Dei Lombardi 25 Piazza Del Gesu, 80134, Naples Italy",+39 389 843 8427,http://www.facebook.com/Best-kebab-976936652321141/,12,4.0,Na,Na,"['3', '0', '0', '0', '0']"
1530,Pizza Con,"['Italian', ' Pizza', ' Pub']","#1,758 of 2,742 Restaurants in Naples","Largo San Rocco 10/11, 80145, Naples Italy",+39 081 744 4721,https://www.facebook.com/pizzacon1969/,12,4.0,€6 - €20,Na,"['2', '0', '0', '0', '0']"
1531,Bell'e Mamma,['Reservations'],"#1,763 of 2,742 Restaurants in Naples","Via Domenico Fontana 79, 80128, Naples Italy",+39 081 1918 5027,http://www.facebook.com/pages/Belle-Mamma/212796685446721,7,4.5,Na,Na,"['3', '4', '0', '0', '0']"
1532,BiSi Drink Food Happiness,"['Seating', ' Serves Alcohol', ' Table Service', ' Reservations']","#1,764 of 2,742 Restaurants in Naples","Via Bisignano 56, 80121, Naples Italy",+39 081 015 2633,https://www.facebook.com/BISINAPOLI/,32,3.5,Na,Na,"['2', '2', '0', '0', '0']"
1533,Il tempo del vino e delle rose,"['Italian', ' Cafe', ' International', ' Mediterranean', ' Neapolitan']","#333 of 2,742 Restaurants in Naples","Piazza Dante Alighieri 44/45, 80135, Naples Italy",+39 380 713 4511,http://www.facebook.com/iltempodelvinoedellerose/,256,4.5,€20 - €40,"[10.0, 20.0, 8.0, 6.0, 8.0]","['26', '9', '1', '2', '3']"
1534,Ristorante Pizzeria Villa Anna,['Dinner'],"#1,767 of 2,742 Restaurants in Naples","via Ponti Rossi, 139, Naples Italy",+39 081 741 4933,http://www.villaannaricevimenti.it/,64,3.5,Na,Na,"['7', '1', '0', '0', '1']"
1535,Romano cafè,"['Breakfast', ' Lunch', ' Dinner', ' Brunch', ' Drinks']","#1,770 of 2,742 Restaurants in Naples","Via Giosue' Carducci 13, 80121, Naples Italy",+39 081 1933 8861,http://www.facebook.com/RomanoCafeNapoli/,3,5.0,Na,Na,"['3', '0', '0', '0', '0']"
1536,Kjolle,"['South American', ' Peruvian', ' Healthy', ' Italian']","#355 of 2,742 Restaurants in Naples","Riviera di Chiaia 115, 80122, Naples Italy",+39 379 183 3548,https://www.facebook.com/Kjolle.Restaurant/?ref=page_internal,38,5.0,€15 - €50,"[16.0, 16.0, 15.0, 14.0, 10.0, 18.0, 20.0, 17.0, 14.0, 17.0, 17.0, 16.0, 17.0, 15.0, 18.0, 16.0, 18.0, 20.0, 18.0, 20.0, 17.0, 15.0, 7.0, 8.0, 8.0, 9.0]","['35', '3', '0', '0', '0']"
1537,I Giardini Di Bacco Di Zi' Totonno,['Dinner'],"#1,773 of 2,742 Restaurants in Naples","Via Cupa, Strada Comunale Fragolara, 80145, Naples Italy",+ Add phone number,https://www.facebook.com/igiardinidibacconapoli/,15,4.0,Na,Na,"['6', '5', '1', '1', '2']"
1538,Trattoria pizzeria Donna Carmela,"['Lunch', ' Dinner']","#1,774 of 2,742 Restaurants in Naples","Via Arenaccia 167, Naples Italy",+39 081 780 3380,http://www.facebook.com/pizzeria-donna-carmela-266233006968/,124,3.5,Na,Na,"['0', '0', '0', '0', '1']"
1539,Fratelli La Bufala,['Vegetarian Friendly'],"#1,775 of 2,742 Restaurants in Naples","Via Medina 18, 80133, Naples Italy",+39 081 551 0470,http://www.fratellilabufala.eu/,502,3.0,Na,Na,"['16', '13', '7', '6', '4']"
1540,The Boss Pub & Grill,"['Brew Pub', ' Fast Food', ' Grill', ' Pub', ' Street Food']","#1,777 of 2,742 Restaurants in Naples","Riviera di Chiaia 97, 80122, Naples Italy",+39 081 1917 7729,https://www.facebook.com/pg/thebosspubegrill/about/?ref=page_internal,7,4.5,€5 - €18,Na,"['1', '0', '0', '0', '0']"
1541,Il cornettone,"['Takeout', ' Delivery']",#186 of 246 Desserts in Naples,"Via Alessio mazzocchi 54/56, Naples Italy",+39 081 751 7003,http://www.ilcornettone.it/,130,3.5,Na,Na,"['50', '25', '14', '14', '27']"
1542,Caffetteria San Gennaro,['Breakfast'],#149 of 261 Coffee & Tea in Naples,"Via Duomo 175, 80138, Naples Italy",+39 081 293867,https://www.facebook.com/Caffetteria-SAN-Gennaro-SAS-282876005116809/,12,4.0,Na,Na,"['5', '4', '1', '0', '2']"
1543,Trattoria Pizzeria Pepenero,"['Lunch', ' Dinner']","#1,787 of 2,742 Restaurants in Naples","Piazza Carita' 11, 80134, Naples Italy",+39 081 551 6249,http://www.facebook.com/pages/Pizzeria-Pepe-Nero/271575492883312,32,3.5,Na,Na,"['2', '2', '2', '0', '0']"
1544,Chico - il Pollo Fico,"['Steakhouse', ' Fast Food', ' Barbecue', ' Deli', ' Grill']","#1,788 of 2,742 Restaurants in Naples","Via Annella di Massimo 55, 80128, Naples Italy",+39 333 800 7071,https://www.facebook.com/chicoilpollofico/,18,3.5,€3 - €8,Na,"['9', '4', '0', '1', '4']"
1545,Libri & Caffe,['Cafe'],"#1,795 of 2,742 Restaurants in Naples","Piazza Municipio 79, 80133, Naples Italy",+39 081 1899 0753,http://www.facebook.com/LibriCaffeTeatroMercadante?ref=hl,6,4.5,€4 - €10,Na,"['3', '3', '0', '0', '0']"
1546,Kjolle,"['South American', ' Peruvian', ' Healthy', ' Italian']","#355 of 2,742 Restaurants in Naples","Riviera di Chiaia 115, 80122, Naples Italy",+39 379 183 3548,https://www.facebook.com/Kjolle.Restaurant/?ref=page_internal,38,5.0,€15 - €50,"[16.0, 16.0, 15.0, 14.0, 10.0, 18.0, 20.0, 17.0, 14.0, 17.0, 17.0, 16.0, 17.0, 15.0, 18.0, 16.0, 18.0, 20.0, 18.0, 20.0, 17.0, 15.0, 7.0, 8.0, 8.0, 9.0]","['35', '3', '0', '0', '0']"
1547,Maccheroni Food,"['Italian', ' Deli']","#1,797 of 2,742 Restaurants in Naples","Via Madonelle 23, 80147, Naples Italy",+39 081 561 6326,https://www.facebook.com/maccheronifood/,3,5.0,€5 - €10,Na,"['3', '0', '0', '0', '0']"
1548,Pizzeria Pizza Amore E Fantasia,['Reservations'],"#1,800 of 2,742 Restaurants in Naples","V. Giovanni Antonio Campano N.140, Naples Italy",+39 081 740 5459,https://www.facebook.com/pages/Pizzeria-pizza-amore-e-fantasia/141286352659057?hc_location=timeline,10,4.0,Na,Na,"['5', '3', '0', '2', '0']"
1549,Il tempo del vino e delle rose,"['Italian', ' Cafe', ' International', ' Mediterranean', ' Neapolitan']","#333 of 2,742 Restaurants in Naples","Piazza Dante Alighieri 44/45, 80135, Naples Italy",+39 380 713 4511,http://www.facebook.com/iltempodelvinoedellerose/,256,4.5,€20 - €40,"[10.0, 20.0, 8.0, 6.0, 8.0]","['26', '9', '1', '2', '3']"
1550,Villa Luisiana,['Dinner'],"#1,801 of 2,742 Restaurants in Naples","Cupa Camaldoli 10, 80131, Naples Italy",+39 081 587 4034,http://villaluisiana.it/,16,3.5,Na,Na,"['6', '1', '6', '2', '1']"
1551,Pescheria Stella Marina Take Away,"['Italian', ' Campania', ' Southern-Italian']","#1,804 of 2,742 Restaurants in Naples","Vico della Tofa 11 Quartieri Spagnoli, 80132, Naples Italy",+39 081 1840 4950,http://stellamarinatakeawei.business.site/?utm_source=gmb&utm_medium=referral,2,5.0,€9 - €27,Na,"['2', '0', '0', '0', '0']"
1552,Gelateria Emma,"['Late Night', ' Drinks', ' Breakfast', ' Lunch', ' Dinner']",#190 of 246 Desserts in Naples,"Largo Alessandro Lala 3/4, 80125, Naples Italy",+39 081 593 0392,http://www.facebook.com/gelateriaemma,20,4.0,Na,Na,"['11', '2', '3', '0', '4']"
1553,Bagno Sirena Restaurant,"['Seafood', ' Mediterranean', ' Italian']","#1,814 of 2,742 Restaurants in Naples","Via Posillipo 357, 80123, Naples Italy",+39 349 383 6344,https://www.facebook.com/bagnosirenanapoli/,16,3.5,€20 - €35,"[6.0, 5.0, 12.0]","['7', '2', '3', '1', '3']"
1554,Osteria & Pizzeria Ottanta 124,['Dinner'],"#1,816 of 2,742 Restaurants in Naples","Via Silio Italico 55, 80124, Naples Italy",+39 081 1921 5063,https://www.facebook.com/pages/category/Pizza-Place/Osteria-pizzeria-ottanta124-232487223488591/,19,3.5,Na,Na,"['8', '5', '1', '1', '4']"
1555,Carpe Diem,"['Breakfast', ' Lunch']","#1,817 of 2,742 Restaurants in Naples","Via Giuseppe Martucci 52, 80121, Naples Italy",+39 081 662898,https://www.facebook.com/carpediemchiaia/,4,4.5,Na,Na,"['1', '0', '0', '0', '0']"
1556,Focaccia Gourmet,['Brunch'],"#1,818 of 2,742 Restaurants in Naples","Via Gian Lorenzo Bernini 43, 80129, Naples Italy",+39 081 060 5643,https://www.facebook.com/Focacciagourmet-Giuseppe-Vesi-1542631509315674/?rf=440362886173809,13,3.5,Na,Na,"['4', '5', '1', '2', '1']"
1557,Pescheria Mergellina Cooked Fish Take Away,"['Dinner', ' Drinks', ' Lunch']","#1,821 of 2,742 Restaurants in Naples","Via Belvedere 160 Vomero, 80127, Naples Italy",+39 081 560 6424,https://www.facebook.com/Pescheria-Mergellina-Coocked-Fish-Take-Away-185018538707302/,9,4.0,Na,Na,"['6', '1', '0', '0', '2']"
1558,Doce Doce,"['Lunch', ' Dinner']","#1,822 of 2,742 Restaurants in Naples","Vico Teatro Nuovo, 32, 80132, Naples Italy",+39 320 695 6516,https://www.facebook.com/Doce-Doce-833263316706932/timeline?ref=page_internal,5,4.5,Na,Na,"['3', '2', '0', '0', '0']"
1559,PIANO B Chiaia,['Southern-Italian'],"#1,823 of 2,742 Restaurants in Naples","Via Santa Teresa a Chiaia 34/35, 80121, Naples Italy",+39 348 074 6145,https://www.facebook.com/PIANO-B-441343636681603/,2,5.0,€15 - €100,Na,"['2', '0', '0', '0', '0']"
1560,Odeon Restaurant,"['Italian', ' International', ' Mediterranean']","#1,824 of 2,742 Restaurants in Naples","Piazza Giuseppe Garibaldi 91 Starhotels Terminus, 80142, Naples Italy",+39 081 779 3111,http://www.starhotels.com/en/our-hotels/terminus-naples/restaurant-and-bar/odeon-restaurant.html,13,3.5,€20 - €200,Na,"['0', '0', '1', '0', '1']"
1561,Friggipizzeria Toledo,"['Pizza', ' Italian', ' Seafood', ' Mediterranean']","#1,825 of 2,742 Restaurants in Naples","Via Toledo 251 Lato Piazza Plebiscito, 80132, Naples Italy",+39 081 1889 2085,http://www.facebook.com/friggipizzeria.toledo,8,4.0,€2 - €20,Na,"['4', '1', '1', '1', '1']"
1562,Kjolle,"['South American', ' Peruvian', ' Healthy', ' Italian']","#355 of 2,742 Restaurants in Naples","Riviera di Chiaia 115, 80122, Naples Italy",+39 379 183 3548,https://www.facebook.com/Kjolle.Restaurant/?ref=page_internal,38,5.0,€15 - €50,"[16.0, 16.0, 15.0, 14.0, 10.0, 18.0, 20.0, 17.0, 14.0, 17.0, 17.0, 16.0, 17.0, 15.0, 18.0, 16.0, 18.0, 20.0, 18.0, 20.0, 17.0, 15.0, 7.0, 8.0, 8.0, 9.0]","['35', '3', '0', '0', '0']"
1563,La Piazzetta,['Reservations'],"#1,830 of 2,742 Restaurants in Naples","Via Alessandro Manzoni 42/44, 80123, Naples Italy",+39 081 644434,https://www.facebook.com/pages/LA-PIAZZETTA/100078301541,12,4.0,Na,Na,"['0', '1', '0', '0', '0']"
1564,Il tempo del vino e delle rose,"['Italian', ' Cafe', ' International', ' Mediterranean', ' Neapolitan']","#333 of 2,742 Restaurants in Naples","Piazza Dante Alighieri 44/45, 80135, Naples Italy",+39 380 713 4511,http://www.facebook.com/iltempodelvinoedellerose/,256,4.5,€20 - €40,"[10.0, 20.0, 8.0, 6.0, 8.0]","['26', '9', '1', '2', '3']"
1565,Rico's Pub,"['Italian', ' Pizza']","#1,834 of 2,742 Restaurants in Naples","Via Pisani 25, 80126, Naples Italy",+39 081 588 7965,https://it-it.facebook.com/RicosPubPizza,28,3.5,€10 - €15,Na,"['13', '4', '3', '5', '3']"
1566,Pub 900,"['Takeout', ' Reservations', ' Outdoor Seating', ' Television', ' Highchairs Available', ' Serves Alcohol', ' Full Bar', ' Wine and Beer', ' Cash Only', ' Seating', ' Wheelchair Accessible']","#1,838 of 2,742 Restaurants in Naples","Piazza Leonardo 1/2 Piazza leonardo 1/2 napoli, 80129, Naples Italy",+39 393 483 9752,http://www.facebook.com/www.club900.it,15,3.5,Na,Na,"['5', '4', '3', '2', '1']"
1567,Ristorante San Gregorio,['Vegetarian Friendly'],"#1,841 of 2,742 Restaurants in Naples","Viale Ruffo di Calabria, Naples Italy",+39 0825 986666,http://www.marenna.it/,110,3.0,Na,Na,"['6', '18', '2', '4', '11']"
1568,Pub M'Like,['Italian'],"#1,842 of 2,742 Restaurants in Naples","Via Fontanelle 39D, 80136, Naples Italy",+39 081 564 8750,https://www.facebook.com/pubmlikeenzo/,3,5.0,€4 - €12,Na,"['3', '0', '0', '0', '0']"
1569,Cantine Sociali,['Drinks'],"#1,843 of 2,742 Restaurants in Naples","Piazza Giulio Rodino 28, 80132, Naples Italy",+39 338 351 1375,https://www.facebook.com/CantineSocialiNapoli/,162,3.0,Na,Na,"['3', '2', '0', '1', '2']"
1570,Pizzeria Ammore,"['Breakfast', ' Lunch', ' Dinner', ' Drinks']","#1,845 of 2,742 Restaurants in Naples","Via Filippo Maria Briganti 24, 80141, Naples Italy",+39 081 751 6613,https://www.facebook.com/ammorepizzeria24,2,5.0,Na,"[1.0, 5.0, 5.0]","['2', '0', '0', '0', '0']"
1571,Papo Burger,"['Dinner', ' Drinks']","#1,847 of 2,742 Restaurants in Naples","Via Guido Menzinger 36 Vomero, 80129, Naples Italy",+39 081 1887 1068,http://www.papoburger.it/,16,4.0,Na,Na,"['8', '4', '0', '0', '4']"
1572,L'imperatore Della Gastronomia,['Vegetarian Friendly'],"#1,848 of 2,742 Restaurants in Naples","Via Giacomo Leopardi 84, 80125, Naples Italy",+39 081 239 0701,https://www.facebook.com/Limperatore-della-gastronomia-235698583220685/,17,3.5,Na,Na,"['8', '4', '1', '0', '4']"
1573,Re Farina,"['Vegetarian Friendly', ' Vegan Options']","#1,850 of 2,742 Restaurants in Naples","Piazzale Vincenzo Tecchio 99, 80125, Naples Italy",+39 081 1892 0378,https://www.facebook.com/pg/ReFarinaNapoli/about/?ref=page_internal,53,3.5,Na,Na,"['16', '13', '6', '8', '10']"
1574,Brutos PUB,"['Italian', ' Fast Food', ' Steakhouse']","#1,851 of 2,742 Restaurants in Naples","Via Tribunali 349 Adiacente Via San Nicola A Nilo, 80139, Naples Italy",+39 0823 033 0299,https://www.facebook.com/sfizidifamiglia349/,5,4.0,€2 - €10,Na,"['2', '2', '1', '0', '0']"
1575,Scottadita,"['Italian', ' American', ' Bar', ' Fast Food', ' Pub']","#1,852 of 2,742 Restaurants in Naples","Via Antignano 12, 80128, Naples Italy",+39 081 1875 5962,http://www.facebook.com/Scottadita-270937934753444/,2,5.0,€3 - €24,Na,"['2', '0', '0', '0', '0']"
1576,Il tempo del vino e delle rose,"['Italian', ' Cafe', ' International', ' Mediterranean', ' Neapolitan']","#333 of 2,742 Restaurants in Naples","Piazza Dante Alighieri 44/45, 80135, Naples Italy",+39 380 713 4511,http://www.facebook.com/iltempodelvinoedellerose/,256,4.5,€20 - €40,"[10.0, 20.0, 8.0, 6.0, 8.0]","['26', '9', '1', '2', '3']"
1577,Trattoria Pizzeria Il Maestro,"['Lunch', ' Dinner']","#1,859 of 2,742 Restaurants in Naples","Via Ponte Dei Francesi, 41 41, 80146, Naples Italy",+39 081 218 9257,https://www.trattoriapizzeriailmaestro.it/,2,5.0,Na,"[8.0, 9.0, 6.0, 9.0, 6.5]","['2', '0', '0', '0', '0']"
1578,Kjolle,"['South American', ' Peruvian', ' Healthy', ' Italian']","#355 of 2,742 Restaurants in Naples","Riviera di Chiaia 115, 80122, Naples Italy",+39 379 183 3548,https://www.facebook.com/Kjolle.Restaurant/?ref=page_internal,38,5.0,€15 - €50,"[16.0, 16.0, 15.0, 14.0, 10.0, 18.0, 20.0, 17.0, 14.0, 17.0, 17.0, 16.0, 17.0, 15.0, 18.0, 16.0, 18.0, 20.0, 18.0, 20.0, 17.0, 15.0, 7.0, 8.0, 8.0, 9.0]","['35', '3', '0', '0', '0']"
1579,Osteria del Porco,"['Reservations', ' Seating', ' Table Service']","#1,861 of 2,742 Restaurants in Naples","Via Coroglio 128, 80124, Naples Italy",+39 081 1838 4363,http://www.facebook.com/osteriadelporcolivenapoli/,14,3.5,Na,Na,"['4', '3', '5', '1', '1']"
1580,Cento Sapori - Take Away,"['Neapolitan', ' Campania', ' Southern-Italian']","#1,864 of 2,742 Restaurants in Naples","Piazza Municipio 25, 80133, Naples Italy",+39 081 048 6590,https://www.facebook.com/centosapori.takeaway/,2,5.0,€3 - €5,Na,"['2', '0', '0', '0', '0']"
1581,Pizzeria Antonio & Manu,"['Italian', ' Pizza', ' Mediterranean']",#1 of 3 Restaurants in Pianura,"Via Provinciale, 67/D, 80126 Pianura, Naples Italy",+39 081 613 6941,https://www.facebook.com/pizzeriaantonio.emanupianura/?hc_ref=PAGES_TIMELINE,28,3.5,€3 - €10,Na,"['12', '3', '7', '2', '4']"
1582,Chipstar,"['Dutch', ' Fast Food', ' European']","#1,867 of 2,742 Restaurants in Naples","Via Alessandro Scarlatti 186, 80127, Naples Italy",+39 081 578 1318,http://chipstar.nl/,296,3.0,€2 - €4,Na,"['0', '2', '0', '0', '1']"
1583,Covo Bar,"['Breakfast', ' Lunch', ' Dinner', ' Brunch', ' Late Night', ' Drinks']","#1,869 of 2,742 Restaurants in Naples","Via Giulio Cesare 9/11, 80125, Naples Italy",+39 081 1913 6059,https://www.facebook.com/CovoBar/,6,4.5,Na,Na,"['4', '1', '1', '0', '0']"
1584,La Taverna del Giglio Rosso Marianella,['Vegetarian Friendly'],"#1,872 of 2,742 Restaurants in Naples","Via Emilio Scaglione 293, Naples Italy",+39 081 740 7702,http://it-it.facebook.com/pages/La-Taverna-del-GIGLIO-ROSSO-MARIANELLA/179046825511701,19,3.5,Na,Na,"['6', '5', '5', '1', '2']"
1585,Ristorante Pizzeria La Reggia,"['Lunch', ' Dinner']","#1,874 of 2,742 Restaurants in Naples","Via S. Antonio a Capodimonte, 11, 11 80131, Naples Italy",+39 081 741 5088,https://www.facebook.com/PizzeriaVittoriaCapodimonte/?ref=page_internal,10,4.0,Na,Na,"['0', '1', '0', '0', '0']"
1586,Tire Bouchon,"['Breakfast', ' Lunch', ' Dinner']","#1,875 of 2,742 Restaurants in Naples","Via Orazio 82 84, 80122, Naples Italy",+39 366 327 0637,https://www.facebook.com/pages/Tire-bouchon/458710950867082,7,4.0,Na,Na,"['3', '2', '2', '0', '0']"
1587,Adda Regina Giovanna,"['Italian', ' Pizza', ' Seafood', ' Central European', ' Mediterranean', ' European']","#1,876 of 2,742 Restaurants in Naples","Viale Campi Flegrei 37, 80124, Naples Italy",+39 349 403 3306,https://www.facebook.com/addareginagiovanna/?hc_ref=ARSrkCSrt7tyIMKKzeXGVJ7MmWOGq4P0Iss-ObbtxBP6tugRygq66TTvC0mWoWZsEJw&fref=nf,24,3.5,€6 - €20,Na,"['7', '8', '3', '1', '5']"
